name,gender,distance_traveled,seconds_traveled,oa_avg_speed,tot_shots,tot_misses,oa_acc_score,medals,cup_points,n_of_races,ppr_score
HOFER Lukas,male,927.1000000000001,148916.20000000004,6.225649056314893,1420,264,0.8128817204301075,3.0,1550.0,71,20.247191011235955
HOLUBEC Tomas,male,586.5,105441.90000000001,5.562304928116811,950,180,0.8100431654676259,0.0,270.0,48,7.909090909090909
HORN Philipp,male,104.80000000000001,16547.600000000002,6.333244700137785,160,32,0.8066000000000001,0.0,101.0,8,13.576923076923077
HURAJT Pavol,male,558.5000000000001,97901.7,5.704701756966428,875,146,0.82506463878327,1.0,417.0,44,10.790322580645162
ILIEV Vladimir,male,644.4499999999998,104727.00000000001,6.153618455603614,980,213,0.7908169014084507,0.0,496.0,51,10.840579710144928
INOMATA Kazuya,male,38.849999999999994,6800.4,5.712899241221104,60,9,0.8139200000000001,0.0,10.0,3,12.476190476190476
ISA Hidenori,male,513.75,93485.59999999999,5.49549877200339,795,184,0.7829635627530365,0.0,135.0,40,6.672413793103448
JACKSON Lee-Steve,male,78.9,14184.8,5.562292030906322,120,26,0.8035000000000001,0.0,0.0,7,10.08
JACQUELIN Emilien,male,220.75,34697.0,6.362221517710465,340,55,0.8217435897435897,3.0,417.0,17,19.114285714285714
JAEGER Martin,male,134.9,22484.100000000002,5.9997954109793135,200,66,0.7655625,0.0,20.0,10,9.714285714285714
JANIK Mateusz,male,26.950000000000003,4724.5,5.70430733410943,40,13,0.7978333333333334,0.0,0.0,2,12.6
JANOV Vit,male,54.05,9339.1,5.787495583086164,80,27,0.7864615384615385,0.0,0.0,4,11.454545454545455
JAY Vincent,male,310.65000000000003,53130.49999999999,5.846924083153746,480,71,0.8314782608695652,2.0,378.0,25,14.651162790697674
JEAN Frederic,male,38.85,6961.9,5.58037317398986,60,9,0.8139200000000001,0.0,0.0,3,12.0
JOLLER Ivan,male,231.60000000000002,39972.3,5.794012353554837,360,44,0.8399500000000001,0.0,106.0,18,9.944444444444445
JONSSON Magnus,male,343.45000000000005,58976.99999999999,5.8234566017260985,520,123,0.7843333333333333,0.0,153.0,27,9.0
JOUTY Baptiste,male,13.4,2256.3,5.938926561184239,20,6,0.8042608695652175,0.0,0.0,1,13.263157894736842
KALJUNEN Mika,male,26.2,4584.6,5.714784277799589,40,8,0.80825,0.0,0.0,3,12.0
KANTANEN Janne,male,13.4,2493.1,5.374834543339618,20,6,0.8042608695652175,0.0,0.0,1,13.263157894736842
KASAHARA Tatsumi,male,119.40000000000002,22333.699999999997,5.346180883597435,195,50,0.7889133858267717,0.0,0.0,10,9.0
KASSABOV Gueorgui,male,13.55,2438.5,5.556694689358212,20,7,0.8020869565217392,0.0,0.0,1,13.263157894736842
KAUKENAS Tomas,male,290.15000000000003,48514.700000000004,5.980661531453354,440,101,0.7897272727272727,0.0,67.0,23,7.780487804878049
KAUPPINEN Jarkko,male,247.1,43401.299999999996,5.693377848128974,380,64,0.8194634146341464,0.0,65.0,19,8.567567567567568
KAZAR Matej,male,633.4499999999999,107124.69999999998,5.913202090647628,995,237,0.7762787456445993,0.0,231.0,50,7.102941176470588
KENANOV Miroslav,male,0.0,0.0,,15,2,0.810901098901099,0.0,0.0,1,13.263157894736842
KHALILI Said Karimulla,male,12.5,2005.6,6.232548863183087,20,0,0.8173043478260871,0.0,16.0,1,14.105263157894736
KILCHYTSKYY Vitaliy,male,118.64999999999999,20391.100000000002,5.818715027634604,180,41,0.7983225806451614,0.0,29.0,9,10.407407407407407
KINNUNEN Jouni,male,65.35,11684.3,5.592975188928733,100,19,0.8091851851851852,0.0,1.0,5,11.0
KLETCHEROV Michail,male,207.49999999999997,36564.1,5.674965334850303,340,53,0.8243076923076924,0.0,52.0,23,7.414634146341464
KLYACHIN Sergey,male,12.95,2392.0,5.4138795986622075,20,3,0.8107826086956522,0.0,0.0,1,13.263157894736842
KNIE Christoph,male,26.049999999999997,4427.0,5.8843460582787435,40,7,0.8103333333333335,0.0,10.0,2,13.1
KOBONOKI Tsukasa,male,40.65,7025.599999999999,5.785982691869734,60,21,0.7899200000000001,0.0,0.0,3,12.0
KOBUS Miroslaw,male,0.0,0.0,,10,5,0.8021333333333334,0.0,0.0,1,13.263157894736842
KOCHKIN Mikhail,male,131.15,23281.4,5.633252295824134,200,41,0.804625,0.0,133.0,10,13.75
KODELA Danilo,male,39.0,7399.8,5.270412713857131,80,16,0.8076153846153847,0.0,0.0,4,11.454545454545455
KOIV Kauri,male,225.25,38678.2,5.823693967144283,340,85,0.7832820512820513,0.0,10.0,18,7.277777777777778
KOLOS Oleksandr,male,13.1,2583.9,5.069855644568288,20,4,0.808608695652174,0.0,0.0,1,13.263157894736842
KOMATZ David,male,104.50000000000001,17935.3,5.826498581010633,160,30,0.8099333333333334,0.0,19.0,8,10.423076923076923
KONOVALOV Sergei,male,208.85000000000002,36954.299999999996,5.651575053512042,320,59,0.8117894736842106,0.0,256.0,16,14.941176470588236
KOROBEYNIKOV Alexei,male,117.44999999999999,21307.099999999995,5.512247091345139,180,33,0.8112258064516129,0.0,49.0,12,10.033333333333333
KOTIKUMPU Ville,male,0.0,0.0,,0,0,0.809,0.0,0.0,1,13.263157894736842
KOZUB Wojciech,male,39.75,7083.000000000001,5.612028801355357,60,15,0.8019200000000001,0.0,15.0,3,12.714285714285714
KRCMAR Michal,male,598.55,97577.09999999998,6.134123682708342,920,157,0.822764705882353,1.0,629.0,46,13.765625
KRISTEJN Lukas,male,39.45,6842.700000000001,5.765268095927046,60,13,0.8059200000000001,0.0,0.0,3,12.0
KRUGLOV Nikolay,male,630.35,107767.90000000001,5.849144318484446,990,125,0.8538181818181818,7.0,1285.0,52,21.957142857142856
KRUPCIK Tomas,male,247.85,41143.3,6.024067102055498,380,69,0.8133658536585366,0.0,110.0,19,9.783783783783784
KUBALIAK Michal,male,14.0,2791.6,5.015045135406218,20,10,0.7955652173913045,0.0,0.0,1,13.263157894736842
KUEHN Johannes,male,333.20000000000005,52906.20000000001,6.297938615890009,500,138,0.7637872340425532,0.0,278.0,25,12.325581395348838
L'ABEE-LUND Henrik,male,493.6,80700.10000000002,6.116473213787837,760,124,0.8266333333333333,1.0,654.0,40,15.620689655172415
LABASTAU Mikita,male,50.75,8274.400000000001,6.1333752296238995,80,5,0.8287692307692308,0.0,30.0,4,12.818181818181818
LAEGREID Sturla Holm,male,12.5,1927.9,6.483738783131905,20,0,0.8173043478260871,0.0,30.0,1,14.842105263157896
LANDERTINGER Dominik,male,883.7499999999999,143131.09999999995,6.174409335217854,1360,225,0.8283111111111111,2.0,1550.0,68,20.953488372093023
LANG Toni,male,66.85000000000001,11326.900000000001,5.901879596359111,100,29,0.7906666666666667,0.0,43.0,5,12.826086956521738
LANGEL Arnaud,male,13.55,2427.4,5.582104309137349,20,7,0.8020869565217392,0.0,0.0,1,13.263157894736842
LANGER Thierry,male,39.599999999999994,6487.9,6.103669908599084,60,14,0.8039200000000001,0.0,18.0,3,12.857142857142858
LAPONDER Marcel,male,0.0,0.0,,20,6,0.8042608695652175,0.0,0.0,1,13.263157894736842
LAPSHIN Timofei,male,325.7,52402.200000000004,6.2153879035613,565,109,0.8079203980099503,0.0,347.0,29,12.74468085106383
LATYPOV Eduard,male,65.64999999999999,10520.7,6.240079082190347,100,21,0.8054814814814816,0.0,3.0,5,11.08695652173913
LAUSEGER Klemen,male,27.55,5124.7,5.375924444357719,55,29,0.7716363636363637,0.0,0.0,3,12.0
LAZOUSKI Dzmitry,male,13.25,2277.0,5.819060166886254,20,5,0.8064347826086957,0.0,0.0,1,13.263157894736842
LEBOEUF Francois,male,13.4,2667.6,5.023241865347129,20,6,0.8042608695652175,0.0,0.0,1,13.263157894736842
LEE In-Bok,male,14.0,2821.8,4.961372173789779,35,13,0.7957052631578948,0.0,0.0,2,12.6
LEGUELLEC Jean Philippe,male,428.25000000000006,73024.59999999998,5.864462112767481,680,111,0.8258571428571428,0.0,429.0,34,13.096153846153847
LEITNER Felix,male,222.99999999999994,36032.8,6.188805754756775,340,70,0.8025128205128206,0.0,193.0,17,12.714285714285714
LEONI David,male,107.05,20468.1,5.230089749414944,185,56,0.7759360000000001,0.0,0.0,10,9.0
LESSER Erik,male,701.6999999999999,112356.89999999995,6.245277326092125,1080,178,0.8276052631578947,3.0,1178.0,54,19.86111111111111
LESSING Roland,male,573.8499999999999,100298.79999999999,5.721404443522753,905,172,0.8096356877323421,1.0,180.0,46,6.75
LIADOV Yuryi,male,144.39999999999998,24659.9,5.855660404137891,220,46,0.802969696969697,0.0,41.0,13,9.451612903225806
LIBIETIS Kristaps,male,13.4,2631.2,5.092733353602919,20,6,0.8042608695652175,0.0,0.0,1,13.263157894736842
LINDSTROEM Fredrik,male,787.85,129102.59999999999,6.102510716283018,1220,169,0.847566265060241,0.0,1289.0,61,19.50632911392405
LOGINOV Alexander,male,285.3500000000001,44439.59999999999,6.421074897163793,440,69,0.8260909090909091,5.0,683.0,22,23.375
LONGO Paolo,male,171.50000000000003,31752.6,5.401132505684575,270,63,0.7929014084507042,0.0,10.0,14,8.1875
LUCK Frank,male,254.79999999999998,45491.4,5.601058661637143,400,32,0.8618571428571429,3.0,546.0,20,21.0
LYSENKO Ruslan,male,274.2,49425.6,5.547732349227931,425,82,0.8080462427745665,0.0,160.0,26,9.363636363636363
MAIGOUROV Viktor,male,167.15,29217.4,5.720906035444632,260,31,0.8356571428571429,0.0,313.0,13,18.225806451612904
MAKOVEEV Andrei,male,527.75,88710.00000000001,5.949160184872054,815,189,0.7824382470119522,1.0,637.0,43,14.573770491803279
MAKSIMOV Maxim,male,143.79999999999998,25002.1,5.751516872582703,220,42,0.8090303030303031,0.0,173.0,12,14.166666666666666
MALEK Marian,male,12.95,2590.7,4.99864901378006,20,3,0.8107826086956522,0.0,4.0,1,13.473684210526315
MALUHINS Olegs,male,117.60000000000001,21715.0,5.415611328574719,180,34,0.8096129032258065,0.0,64.0,11,10.89655172413793
MALYSHKO Dmitry,male,572.2000000000003,91851.90000000001,6.229593508680824,880,148,0.8242121212121213,3.0,895.0,44,18.5
MARGUET Gilles,male,118.94999999999997,21452.800000000003,5.544730757756561,180,43,0.7950967741935484,0.0,42.0,10,10.5
MARIC Janez,male,715.9499999999999,124609.79999999999,5.745535262876595,1120,293,0.7583076923076923,0.0,494.0,58,9.81578947368421
MARTINELLI Christian,male,145.29999999999998,24631.6,5.898926582114032,230,57,0.7894925373134329,0.0,60.0,12,10.4
MASARIK Ivan,male,38.55,7014.5,5.495758785373155,60,7,0.8179200000000001,0.0,25.0,4,12.590909090909092
MATIASKO Marek,male,289.24999999999994,53358.50000000001,5.42087952247533,440,95,0.7965454545454546,0.0,123.0,25,8.720930232558139
MATIASKO Miroslav,male,117.14999999999999,21530.800000000003,5.4410425994389415,180,31,0.8144516129032259,0.0,9.0,9,9.666666666666666
MEGURO Hironao,male,78.75000000000001,14299.7,5.507108540738618,120,25,0.8052857142857144,0.0,27.0,6,11.625
MESOTITSCH Daniel,male,1087.5,183484.20000000007,5.926940848312823,1730,271,0.8363870967741935,3.0,1377.0,91,14.944954128440367
MESOTITSCH Martin,male,13.55,2287.9,5.922461646050963,20,7,0.8020869565217392,0.0,0.0,1,13.263157894736842
MIKLASHEVSKY Vladimir,male,39.9,7279.9,5.480844517095015,60,16,0.7999200000000001,0.0,0.0,3,12.0
MILLAR Aidan,male,13.25,2180.9,6.075473428401119,20,5,0.8064347826086957,0.0,2.0,1,13.368421052631579
MOCHIZUKI Yukio,male,27.25,4980.700000000001,5.471118517477462,40,15,0.7936666666666667,0.0,0.0,2,12.6
MONTELLO Giuseppe,male,92.0,15549.5,5.916588957844303,140,30,0.8033793103448277,0.0,9.0,7,10.44
MORAVEC Ondrej,male,1104.3499999999995,183371.69999999995,6.022466934646948,1700,279,0.8303551401869159,3.0,1355.0,86,15.451923076923077
MORGENSTERN Marco,male,51.650000000000006,9466.1,5.456312525749781,80,11,0.8172307692307693,0.0,61.0,5,13.608695652173912
MUIZNIEKS Oskars,male,26.05,4732.9,5.504025016374739,40,7,0.8103333333333335,0.0,6.0,2,12.9
MYKLAND Anstein,male,64.89999999999999,11698.099999999999,5.54790948957523,110,18,0.8144727272727273,0.0,60.0,6,13.0
MÄKELÄ Jussi,male,26.5,5109.8,5.186112959411327,40,10,0.8040833333333334,0.0,0.0,2,12.6
MÄNTTÄRI Marko Juhani,male,26.65,4781.1,5.574031080713643,40,11,0.802,0.0,0.0,2,12.6
NAGAI Junji,male,118.64999999999999,20405.4,5.8146373018906745,195,48,0.7920629921259843,0.0,11.0,10,9.392857142857142
NAKUMS Jekabs,male,40.05,7256.8,5.518961525741373,60,17,0.7979200000000001,0.0,0.0,3,12.0
NAUMIK Sergey,male,39.6,7137.6,5.54808338937458,60,14,0.8039200000000001,0.0,0.0,3,12.0
NAWRATH Philipp,male,132.35,21402.7,6.1837992402827675,200,49,0.7921250000000001,0.0,84.0,10,12.0
NEDZA-KUBINIEC Andrzej,male,13.1,2269.7,5.771687888267173,40,10,0.8040833333333334,0.0,0.0,2,12.6
NELIN Jesper,male,276.45,44244.399999999994,6.248248365894893,420,93,0.794139534883721,0.0,207.0,21,11.76923076923077
NILSSON Mattias,male,172.54999999999998,30428.100000000002,5.67074513361005,260,67,0.7842285714285715,0.0,69.0,13,10.35483870967742
NILSSON Mattias Jr.,male,448.5500000000001,77116.80000000002,5.8165017220631565,695,166,0.7797004405286344,0.0,424.0,36,12.518518518518519
NORDGREN Leif,male,525.35,88335.50000000003,5.947212615539617,800,169,0.7959354838709678,0.0,109.0,40,6.224137931034483
NOVAK Pavol,male,39.9,7609.400000000001,5.243514600362709,60,16,0.7999200000000001,0.0,4.0,4,11.636363636363637
NOVIKOV Sergey,male,605.95,106214.2,5.7049810665617215,940,123,0.8499710144927537,0.0,413.0,51,9.63768115942029
OBEREGGER Patrick,male,0.0,0.0,,35,17,0.7872842105263159,0.0,0.0,2,12.6
OBLAK Lenart,male,26.8,4713.3,5.686037383574141,40,12,0.7999166666666667,0.0,0.0,2,12.6
OS Alexander,male,669.15,111728.89999999998,5.989050281529668,1020,211,0.7979178082191781,2.0,905.0,52,16.52857142857143
OTCENAS Martin,male,302.95,50305.700000000004,6.0221803891010355,475,107,0.7912131147540984,0.0,80.0,24,7.904761904761905
OZAKI Kosuke,male,40.5,6824.0,5.93493552168816,60,20,0.7919200000000001,0.0,0.0,3,12.0
OZBOLT Janez,male,182.95,33061.6,5.53360998862729,280,53,0.8096666666666668,0.0,90.0,15,10.363636363636363
PALLHUBER Wilfried,male,419.3500000000001,75770.20000000003,5.534497731298055,660,138,0.7981454545454546,0.0,352.0,36,11.185185185185185
PANTOV Anton,male,39.3,6587.6,5.96575384054891,70,17,0.8018823529411765,0.0,1.0,5,11.0
PAQUET Jean,male,0.0,0.0,,0,0,0.809,0.0,0.0,1,13.263157894736842
PASHCHENKO Petr,male,25.9,4360.799999999999,5.939277196844617,40,6,0.8124166666666668,0.0,13.0,2,13.25
PECHENKIN Aleksandr,male,12.95,2154.3,6.01123334725897,20,3,0.8107826086956522,0.0,7.0,2,12.95
PEIFFER Arnd,male,1019.1499999999999,163062.19999999998,6.250068992077869,1580,211,0.8539405940594059,10.0,2316.0,79,26.47422680412371
PELTOLA Olli-Pekka,male,0.0,0.0,,0,0,0.809,0.0,0.0,1,13.263157894736842
PERNER Wolfgang,male,356.4000000000001,63225.69999999999,5.636948266290451,555,132,0.7828743718592965,0.0,387.0,29,13.595744680851064
PERRAS Scott,male,251.29999999999998,42948.70000000001,5.8511666243681395,380,92,0.7853170731707317,0.0,48.0,19,8.108108108108109
PETROVIC Milanko,male,93.65,16333.5,5.733614963112621,140,41,0.7844137931034484,0.0,8.0,7,10.4
PETTERSEN Sindre,male,12.95,1889.0,6.855479089465326,20,3,0.8107826086956522,0.0,28.0,1,14.736842105263158
PIDRUCHNYI Dmytro,male,465.1500000000001,74094.3,6.277810843749116,740,108,0.8372542372881356,1.0,660.0,39,16.0
PIECHA Michal,male,25.6,4819.9,5.31131351272848,40,4,0.8165833333333334,0.0,7.0,3,12.333333333333334
PIKSONS Edgars,male,91.85,16456.2,5.58148296690609,140,29,0.8051034482758621,0.0,22.0,8,10.538461538461538
PINTER Friedrich,male,679.5500000000002,115414.59999999998,5.887903263538585,1055,199,0.810675585284281,1.0,778.0,54,14.305555555555555
PINTER Fritz,male,13.1,2471.4,5.300639313749292,20,4,0.808608695652174,0.0,0.0,1,13.263157894736842
PLYWACZYK Krzysztof,male,195.29999999999998,35131.3,5.559145263625313,300,52,0.8161621621621622,0.0,88.0,16,10.0
PODKORYTOV Vassiliy,male,40.2,6912.5,5.815551537070524,60,18,0.7959200000000001,0.0,0.0,3,12.0
POIREE Gael,male,53.150000000000006,9699.4,5.479720395075985,80,21,0.798,0.0,0.0,4,11.454545454545455
POIREE Raphael,male,491.79999999999984,81197.79999999999,6.056814347186745,770,114,0.8363305785123967,24.0,1827.0,45,33.0
POKLUKAR Joze,male,26.35,4981.2,5.289889986348671,40,9,0.8061666666666667,0.0,0.0,2,12.6
POKLUKAR Matjaz,male,223.74999999999997,40595.4,5.511708223099168,340,75,0.7961025641025642,0.0,40.0,17,8.342857142857143
PONIKVAR Martin,male,0.0,0.0,,40,17,0.7895000000000001,0.0,0.0,3,12.0
PONSILUOMA Martin,male,104.95,16571.4,6.333200574483748,160,33,0.8049333333333334,0.0,113.0,8,14.038461538461538
PORRET Vincent,male,13.4,2250.6,5.953967830800676,20,6,0.8042608695652175,0.0,0.0,1,13.263157894736842
PORSHNEV Nikita,male,38.85,6241.7,6.224265825015621,60,9,0.8139200000000001,0.0,15.0,3,12.714285714285714
POVARNITSYN Alexander,male,39.0,6263.9,6.226153035648718,60,10,0.8119200000000001,0.0,46.0,3,14.19047619047619
PRANTS Janno,male,156.45,28229.0,5.542172942718481,255,53,0.8028201438848921,0.0,116.0,17,10.514285714285714
PROKUNIN Andrei,male,106.45,18294.699999999997,5.818625066276026,160,43,0.7882666666666668,0.0,80.0,8,12.76923076923077
PRYMA Artem,male,639.4999999999998,105249.99999999999,6.076009501187647,1000,185,0.8131666666666667,0.0,426.0,50,9.970588235294118
PRYMA Roman,male,214.54999999999995,37459.4,5.727534343849606,320,97,0.7617894736842106,0.0,28.0,18,7.777777777777778
PUCHIANU Cornel,male,240.75000000000003,40186.9,5.990758182392771,360,105,0.7637,0.0,14.0,18,7.388888888888889
PUMP Carsten,male,171.49999999999997,29758.9,5.762981830645621,265,61,0.7942695035460994,0.0,131.0,14,11.96875
PUURUNEN Paavo,male,363.2,63203.70000000001,5.746499018253677,625,112,0.815924882629108,1.0,523.0,36,14.351851851851851
RASTIC Damir,male,13.55,2442.4,5.547821814608581,20,7,0.8020869565217392,0.0,0.0,1,13.263157894736842
RASTORGUJEVS Andrejs,male,731.65,116666.90000000001,6.27127317173937,1120,211,0.810871794871795,0.0,1079.0,57,17.746666666666666
REDMAN Lawton,male,13.4,2339.0,5.7289439931594694,20,6,0.8042608695652175,0.0,0.0,1,13.263157894736842
REES Roman,male,142.0,22763.000000000004,6.238193559724112,220,30,0.8272121212121213,0.0,152.0,11,13.931034482758621
REITER Michael,male,26.65,4357.0,6.1165939866880885,40,11,0.802,0.0,0.0,3,12.0
REMMELG Martin,male,13.4,2364.1,5.6681189458990735,20,6,0.8042608695652175,0.0,0.0,1,13.263157894736842
REN Long,male,52.25,9178.300000000001,5.692775350555113,80,15,0.8095384615384617,0.0,22.0,4,12.454545454545455
RENNER Steve,male,13.1,2290.0,5.720524017467249,20,4,0.808608695652174,0.0,4.0,1,13.473684210526315
RIABOV Edouard,male,13.25,2603.4,5.089498348313743,20,5,0.8064347826086957,0.0,0.0,1,13.263157894736842
ROBB Jaime,male,40.5,7249.599999999999,5.58651511807548,60,20,0.7919200000000001,0.0,0.0,3,12.0
ROBERT Julien,male,513.35,91247.09999999999,5.625932221407585,825,96,0.8576758893280633,0.0,665.0,47,14.107692307692307
ROCHE Tanguy,male,12.65,2203.3,5.741387918122816,20,1,0.8151304347826088,0.0,5.0,1,13.526315789473685
ROESCH Michael,male,729.0999999999999,121667.50000000001,5.992561694782911,1120,194,0.8217692307692308,2.0,1177.0,57,19.053333333333335
RONNING Magne Thorleiv,male,64.75,10799.400000000001,5.995703465007314,100,15,0.8165925925925926,0.0,69.0,6,13.375
ROSTOVTSEV Pavel,male,245.45000000000002,42961.5,5.7132548910070655,380,53,0.8328780487804879,4.0,585.0,22,20.925
ROTTMANN Wolfgang,male,300.54999999999995,51984.99999999999,5.781475425603539,500,101,0.8031489361702128,0.0,485.0,28,16.02173913043478
ROUSSINOV Serguei,male,105.4,18334.899999999998,5.748599665119527,175,41,0.7966829268292683,0.0,85.0,9,12.481481481481481
ROZHKOV Sergei,male,564.8499999999999,97884.89999999998,5.770552965779196,880,99,0.8613333333333334,4.0,1271.0,47,23.43076923076923
RUDENCHYK Vitaliy,male,53.0,9822.8,5.395610212973898,80,20,0.799923076923077,0.0,8.0,5,11.304347826086957
RUPNIK Vasja,male,122.1,21140.1,5.77575318943619,190,72,0.7523174603174604,0.0,5.0,11,8.862068965517242
RUSINOV Dmytro,male,26.799999999999997,4619.7,5.801242504924562,40,12,0.7999166666666667,0.0,8.0,2,13.0
RYZHENKOV Oleg,male,475.2000000000002,83025.7,5.723528979581024,720,168,0.7827241379310346,0.0,677.0,38,16.589285714285715
RÄIKKÖNEN Ville,male,39.3,6900.6,5.695156942874532,60,12,0.8079200000000001,0.0,28.0,3,13.333333333333334
SADOVNIKOV Sergey,male,13.4,2289.1,5.8538290157703905,20,6,0.8042608695652175,0.0,0.0,1,13.263157894736842
SAMUELSSON Sebastian,male,300.85,47598.6,6.320564050203157,460,89,0.8077333333333334,1.0,344.0,23,14.536585365853659
SASHURIN Vadim,male,117.3,20520.600000000002,5.716207128446536,180,32,0.8128387096774194,0.0,163.0,10,14.821428571428571
SAVITSKIY Yan,male,325.25,54606.59999999999,5.956239721938375,500,85,0.8201702127659575,0.0,126.0,26,8.590909090909092
SCHEMPP Simon,male,693.75,111240.5,6.236487610177948,1080,125,0.8624736842105264,9.0,1616.0,56,25.243243243243242
SCHOENTHIER Holger,male,25.75,4708.1,5.469297593509059,40,5,0.8145000000000001,0.0,4.0,2,12.8
SEDNEV Serguei,male,323.1500000000001,55154.59999999999,5.858985469933608,500,71,0.835063829787234,0.0,351.0,28,13.108695652173912
SEMAKOV Vladimir,male,91.4,15276.9,5.982889198724872,140,26,0.8102758620689656,0.0,36.0,7,11.52
SEMENOV Sergey,male,754.3999999999999,124758.80000000003,6.0468680365633505,1160,196,0.824975,0.0,663.0,58,12.039473684210526
SENDEL Peter,male,270.75000000000006,48015.99999999999,5.638745418193937,420,55,0.8383255813953489,1.0,454.0,21,18.102564102564102
SEPPAELAE Tero,male,225.1,37048.600000000006,6.075803134261482,340,84,0.7845641025641026,0.0,75.0,17,9.342857142857143
SHETALIN Vasiliy,male,13.55,2312.5,5.859459459459459,20,7,0.8020869565217392,0.0,0.0,1,13.263157894736842
SHIPULIN Anton,male,755.9499999999997,120308.10000000002,6.283450573984624,1180,123,0.8721975308641976,21.0,2179.0,59,31.571428571428573
SHOPIN Yury,male,39.75,6827.5,5.822043207616257,60,15,0.8019200000000001,0.0,10.0,3,12.476190476190476
SHULMAN Filipp,male,193.34999999999997,34319.3,5.633856168395042,300,39,0.8337297297297298,0.0,272.0,18,14.555555555555555
SIAMIONAU Mikhail,male,13.55,2250.5,6.020884247944901,20,7,0.8020869565217392,0.0,0.0,1,13.263157894736842
SIKORA Tomasz,male,779.25,132969.50000000003,5.860366475018706,1225,197,0.8312072072072072,7.0,1654.0,70,21.65909090909091
SIMA Michal,male,39.9,6762.299999999999,5.900359345193204,60,16,0.7999200000000001,0.0,0.0,3,12.0
SIMMEN Matthias,male,621.2499999999999,107953.30000000002,5.754803234361523,980,239,0.7725070422535212,0.0,355.0,49,9.059701492537313
SIMOCKO Dusan,male,132.64999999999998,23035.3,5.758553177080393,200,51,0.789,0.0,26.0,10,9.928571428571429
SINAPOV Anton,male,172.85,29077.199999999993,5.94452010509953,270,74,0.7774084507042254,0.0,13.0,15,8.030303030303031
SKLENAR Jason,male,12.5,2424.1,5.156552947485665,45,9,0.8081649484536083,0.0,1.0,3,12.047619047619047
SLEPOV Alexey,male,157.8,25637.600000000002,6.155022310980747,240,52,0.7999411764705883,0.0,128.0,12,12.666666666666666
SLESINGR Michal,male,1117.7500000000002,187355.49999999997,5.965931077550434,1735,289,0.8284873563218391,2.0,1702.0,89,18.261682242990656
SLETTEMARK Oystein,male,0.0,0.0,,20,11,0.7933913043478261,0.0,0.0,1,13.263157894736842
SLOOF Joel,male,26.5,4707.8,5.628956200348358,40,10,0.8040833333333334,0.0,0.0,2,12.6
SMITH Nathan,male,362.74999999999994,59893.799999999996,6.056553432909583,560,85,0.83096,1.0,470.0,28,15.695652173913043
SMOLSKI Anton,male,130.7,21807.3,5.993405877848243,200,38,0.8093125000000001,0.0,38.0,10,10.357142857142858
SOLOVIEV Alexei,male,53.0,9930.6,5.337039051014037,80,20,0.799923076923077,0.0,0.0,4,11.454545454545455
SOUKUP Jaroslav,male,811.9000000000001,138182.1,5.87558012217212,1240,246,0.8035476190476191,1.0,569.0,63,10.135802469135802
SPALVINS Intars,male,0.0,0.0,,0,0,0.809,0.0,0.0,1,13.263157894736842
STEBLER Christian,male,81.14999999999999,14234.4,5.700977912662282,120,41,0.7767142857142858,0.0,8.0,6,10.833333333333334
STEGMAYR Gabriel,male,0.0,0.0,,15,5,0.8043076923076924,0.0,0.0,1,13.263157894736842
STEINSLETT Geir Ole,male,0.0,0.0,,10,6,0.7999111111111112,0.0,0.0,1,13.263157894736842
STENERSEN Torstein,male,77.55,12864.899999999998,6.0280297553809215,120,17,0.8195714285714286,0.0,11.0,6,10.958333333333334
STEPANOV Evgeni,male,0.0,0.0,,15,8,0.7977142857142858,0.0,0.0,1,13.263157894736842
STEPHAN Christoph,male,364.4,61942.900000000016,5.882837258184552,575,103,0.8157241379310345,0.0,400.0,29,13.872340425531915
STEPTSENKO Danil,male,92.44999999999999,16575.399999999998,5.57754262340577,140,33,0.7982068965517242,0.0,2.0,7,10.16
STITZL Andreas,male,12.8,2246.7,5.697244847999288,20,2,0.8129565217391305,0.0,43.0,1,15.526315789473685
STROLIA Vytautas,male,146.79999999999998,24683.4,5.947316820211152,220,62,0.7787272727272728,0.0,21.0,11,9.413793103448276
STSIAPANAU Jauheni,male,26.95,4699.9,5.734164556692696,40,13,0.7978333333333334,0.0,0.0,2,12.6
STVRTECKY Jakub,male,80.85,13136.7,6.154513690652903,120,39,0.7802857142857144,0.0,0.0,6,10.5
SUGA Kyoji,male,145.14999999999998,26506.800000000003,5.4759533402749465,220,51,0.7953939393939394,0.0,63.0,11,10.862068965517242
SUMANN Christoph,male,930.9000000000003,157964.99999999997,5.8930775804766915,1445,210,0.8440106100795756,3.0,1700.0,74,21.217391304347824
SVALAND Jon Kristian,male,13.1,2356.3,5.559563722785723,20,4,0.808608695652174,0.0,0.0,1,13.263157894736842
SVENDSEN Emil Hegle,male,967.6499999999997,155939.8999999999,6.20527523744725,1525,211,0.849852417302799,27.0,2959.0,78,33.447916666666664
SYMAN Alexandr,male,378.55000000000007,68503.70000000001,5.525978888731557,590,115,0.8067572815533981,0.0,186.0,38,7.821428571428571
SZCZUREK Lukasz,male,131.3,24088.9,5.450643242323228,200,42,0.8030625,0.0,0.0,10,9.0
TACHIZAKI Mikito,male,66.25,11613.6,5.704518839980712,100,25,0.7980740740740742,0.0,0.0,5,10.956521739130435
TAMBORNINO Eligius,male,26.799999999999997,4605.8,5.818750271396933,40,12,0.7999166666666667,0.0,0.0,2,12.6
